,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
NGA004,103,103,103,1,1,103,103,103,103,103,1583,167,167,167,167,167,167,167,167,167,237,,
NGA007,103,103,103,1,1,103,103,103,103,103,1415,167,167,167,167,167,167,167,167,167,220.2,,
NGA008,103,103,1,1,463,1,1,1,1,1,1371,167,167,167,167,167,167,167,167,167,200.8,,
NIC001,37,37,37,37,8,35,35,35,35,35,309,167,167,167,167,167,167,167,167,167,73.3,,
PAK001,672,184,184,0,0,184,184,127,127,184,1727,167,167,167,167,167,167,167,167,167,288.4,,
PAK004,430,153,672,672,0,153,672,672,672,672,1707,167,167,167,167,167,167,167,167,167,605.9,,
PAK005,245,127,127,0,335,127,127,127,127,127,460,167,167,167,167,167,167,167,167,167,172.4,,
PAN002,37,37,37,37,37,37,37,37,37,37,154,167,167,167,167,167,167,167,167,167,61.7,,
PER002,31,31,31,31,18,31,31,31,31,31,31,168,168,168,168,168,168,168,168,168,43.4,,
PHL001,4,4,4,4,4,4,4,4,4,4,4,68,68,68,68,68,68,68,68,68,10.4,,
PHL003,4,4,4,4,4,4,4,4,4,4,4,167,167,167,167,167,167,167,167,167,20.3,,
PHL012,4,4,4,4,4,4,4,4,4,4,4,167,167,167,167,167,167,167,167,167,20.3,,
PHL014,4,4,4,4,4,4,4,4,4,4,4,68,68,68,68,68,68,68,68,68,10.4,,
PNG003,37,37,37,37,6,37,37,37,37,104,104,167,167,167,167,167,167,167,167,167,60.3,,
POL002,7,7,7,7,7,7,7,7,7,7,457,167,167,167,167,167,167,167,167,167,68,,
PRK001,952,62,62,0,0,62,62,184,245,245,1737,167,167,167,167,167,167,167,167,167,276.4,,
PSE002,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,
PSE003,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,
PSE004,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,
REG001,117,117,117,0,0,117,117,117,117,117,0,167,167,167,167,167,167,167,167,167,86.9,,
REG002,428,428,428,428,428,428,428,428,428,596,428,167,167,167,167,167,167,167,167,167,418.7,,
REG003,430,154,1120,92,0,153,1650,1650,1650,1650,1650,167,167,167,167,167,167,167,167,167,978.2,,
REG004,125,125,125,125,125,125,125,125,125,125,1624,166,166,166,166,166,166,166,166,166,279,,
REG006,31,0,0,0,0,0,0,0,0,0,1627,166,166,166,166,166,166,166,166,166,179.3,,
REG007,3,3,3,3,35,3,3,3,3,3,429,167,167,167,167,167,167,167,167,167,65.2,,
REG008,3,3,3,3,35,3,3,3,3,3,429,167,167,167,167,167,167,167,167,167,65.2,,
REG011,4,4,4,4,4,4,4,4,4,4,4,167,167,167,167,167,167,167,167,167,20.3,,
REG012,0,0,0,0,0,0,0,0,0,0,0,167,167,167,167,167,167,167,167,167,16.7,,
REG013,95,0,0,0,0,0,0,0,0,0,95,166,166,166,166,166,166,166,166,166,26.1,,
REG014,103,0,0,0,103,0,0,0,0,0,608,166,166,166,166,166,166,166,166,166,87.7,,
REG015,125,125,125,125,125,125,125,125,125,125,125,162,162,162,162,162,162,162,162,162,128.7,,
ROU002,7,7,7,7,7,7,7,7,7,7,457,168,168,168,168,168,168,168,168,168,68.1,,
RUS002,6,6,6,6,6,6,6,6,6,6,6,74,74,74,74,74,74,74,74,74,12.8,,
RWA002,104,4,4,4,1096,4,4,4,4,4,4,167,167,167,167,167,167,167,167,167,129.5,,
SDN001,64,3,3,3,3,3,3,3,3,3,153,167,167,167,167,167,167,167,167,167,34.4,,
SDN005,64,64,64,3,3,64,64,64,64,64,778,167,167,167,167,167,167,167,167,167,133.5,,
SDN008,64,64,64,3,3,64,64,64,64,64,914,167,167,167,167,167,167,167,167,167,147.1,,
SEN002,123,0,0,361,426,0,0,0,0,0,361,169,169,169,169,169,169,169,169,169,131.7,,
SLV001,154,154,154,154,13,154,154,154,154,154,154,167,167,167,167,167,167,167,167,167,141.2,,
SOM001,103,103,103,3,3,103,103,103,103,103,103,167,167,167,167,167,167,167,167,167,89.4,,
SOM002,103,103,3,3,3,3,3,3,3,3,890,167,167,167,167,167,167,167,167,167,108.1,,
SSD001,106,106,106,4,4,106,106,106,106,106,106,167,167,167,167,167,167,167,167,167,91.7,,
