Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Complex crisis in Libya,LBY001,Libya,People exposed,6881000,World Population Review accessed 05/2023,Medium ,2,https://worldpopulationreview.com/countries/libya-population,"The whole population is exposed to the complex crisis. Also according to ACAPS methodology, People exposed = the sum of Levels 1 to 5",LBY001People exposed,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,People affected,6881000,World Population Review accessed 05/2023,High,1,https://worldpopulationreview.com/countries/libya-population,"The whole population is affected by the complex crisis in Libya. According to ACAPS methodology, People affected = the sum of Levels 2 to 5",LBY001People affected,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,People displaced,1576900,UNHCR accessed 28/05/2023 ; IOM 24/05/2023,Medium ,2,https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-46-january-february-2023,"The figure represents the total IDPs in Libya as of 31 Aug 2022 (134,787) + the total IDP returnees as of 31 Aug 2022 (695,516) + the registered refugees and asylum-seekers in Libya as of 1 May 2023 (40,540) + the number of migrants in Libya as of 28 Feb 2023 (706,062)",LBY001People displaced,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,Fatalities reported,1022,IOM accessed 28/05/2023 ; ACLED accessed 08/05/2023,Low,3,https://missingmigrants.iom.int/region/mediterranean?region_incident=All&route=3861&year%5B%5D=10121&year%5B%5D=11681&month=All&incident_date%5Bmin%5D=&incident_date%5Bmax%5D=  ; https://www.acleddata.com/data/ ,The number of fatalities in the country between Nov 2022 and Apr 2023,LBY001Fatalities reported,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,Fatalities in all crises,1022,IOM accessed 28/05/2023 ; ACLED accessed 08/05/2023,Low,3,https://missingmigrants.iom.int/region/mediterranean?region_incident=All&route=3861&year%5B%5D=10121&month=All&incident_date%5Bmin%5D=&incident_date%5Bmax%5D= ; https://www.acleddata.com/data/ ,Total fatalities in the country between Nov 2022 and Apr 2023,LBY001Fatalities in all crises,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,People in Need,1049600,OCHA 26/01/2023 ; UNHCR accessed 28/05/2023 ; IOM 24/05/2023,High,1,OCHA HNO 26/01/2023 ; https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"According to ACAPS methodology, PiN= Level 3 + Level 4 + Level5. The figure represents the number of PiN in Libya and the number of refugees, migrants, and asylum seekers.",LBY001People in Need,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,Minimal humanitarian conditions - Level 1,0,OCHA 26/01/2023 ; UNHCR accessed 28/05/2023 ; IOM 24/05/2023,High,1,OCHA HNO 26/01/2023 ; https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"According to ACAPS methodology, Level 1 = People exposed - People affected",LBY001Minimal humanitarian conditions - Level 1,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,Stressed humanitarian conditions - Level 2,5831400,OCHA 26/01/2023 ; UNHCR accessed 28/05/2023 ; IOM 24/05/2023,High,1,OCHA HNO 26/01/2023 ; https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"According to ACAPS methodology, Level 2 = People affected - People in need",LBY001Stressed humanitarian conditions - Level 2,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,Moderate humanitarian conditions - Level 3,1025600,OCHA  26/01/2023 ; UNHCR accessed 28/05/2023 ; IOM 24/05/2023,High,1,OCHA HNO 26/01/2023 ; https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"Level 3 = About 38% of the PIN (0.3 million) are considered to minimal needs (114000) + 34% have stressed needs (102000) + and 21% have severe needs (63000). The figure represents the number of PiN in Libya and the number of refugees, migrants, and asylum seekers in Level 3",LBY001Moderate humanitarian conditions - Level 3,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,Severe humanitarian conditions - Level 4,24000,OCHA 26/01/2023 ; UNHCR accessed 28/05/2023 ; IOM 24/05/2023,High,1,OCHA HNO 26/01/2023 ; https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"Level 4 = About 8% of the PIN (0.3M) are considered in extreme severity of needs (24000). The figure represents the number of PiN in Libya and the number of refugees, migrants, and asylum seekers in Level 4",LBY001Severe humanitarian conditions - Level 4,2023-05-31,Humanitarian development
Complex crisis in Libya,LBY001,Libya,Extreme humanitarian conditions - Level 5,0,OCHA 26/01/2023 ; UNHCR accessed 28/05/2023 ; IOM 24/05/2023,High,1,OCHA HNO 26/01/2023 ; https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"About 0% of the PIN (0.3M) are considered in catastrophic severity of needs. The figure represents the number of PiN in Libya and the number of refugees, migrants, and asylum seekers in Level 5",LBY001Extreme humanitarian conditions - Level 5,2023-05-31,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,Total population,6881000,World Population Review accessed 05/2023,Medium ,2,https://worldpopulationreview.com/countries/libya-population,The total population of Libya as of 05/2023,LBY002Total population,2023-05-31,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,People exposed,6881000,World Population Review accessed 05/2023,Medium ,2,https://worldpopulationreview.com/countries/libya-population,"The whole population is exposed to the mixed migration crisis. Also according to ACAPS methodology, People exposed = the sum of Levels 1 to 5",LBY002People exposed,2023-05-31,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,People affected,746600,UNHCR accessed 28/05/2023 ; IOM 24/05/2023,Medium ,2,https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"The figure represents the registered refugees and asylum-seekers in Libya as of 1 May 2023 (40,540) + the number of migrants in Libya as of 28 Feb 2023 (706,062)",LBY002People affected,2023-05-31,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,People displaced,746600,UNHCR accessed 28/05/2023 ; IOM 24/05/2023,Medium ,2,https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"The figure represents the registered refugees and asylum-seekers in Libya as of 1 May 2023 (40,540) + the number of migrants in Libya as of 28 Feb 2023 (706,062)",LBY002People displaced,2023-05-31,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,Fatalities reported,1005,IOM accessed 28/05/2023,Low,3,https://missingmigrants.iom.int/region/mediterranean?region_incident=All&route=3861&year%5B%5D=10121&month=All&incident_date%5Bmin%5D=&incident_date%5Bmax%5D=,The dead and missing migrants between Nov 2022 and Apr 2023,LBY002Fatalities reported,2023-05-31,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,Fatalities in all crises,1022,IOM accessed 28/05/2023 ; ACLED accessed 08/05/2023,Low,3,https://missingmigrants.iom.int/region/mediterranean?region_incident=All&route=3861&year%5B%5D=10121&month=All&incident_date%5Bmin%5D=&incident_date%5Bmax%5D= ; https://www.acleddata.com/data/ ,Total fatalities in the country between Nov 2022 and Apr 2023,LBY002Fatalities in all crises,2023-05-31,Humanitarian development
Mixed migration flows in Libya,LBY002,Libya,People in Need,746600,UNHCR accessed 28/05/2023 ; IOM 24/05/2023,Medium ,2,https://data.unhcr.org/en/country/lby ; https://dtm.iom.int/reports/libya-migrant-report-45-november-december-2022,"PiN is considered the the total number of the registered refugees and asylum-seekers in Libya as of 1 May 2023 (40,540) + the number of migrants in Libya as of 28 Feb 2023 (706,062)",LBY002People in Need,2023-05-31,Humanitarian development
