,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
KEN002,255,3,3,3,646,3,3,3,3,3,123,125,125,125,125,125,125,125,125,125,91.5,,
KEN003,255,34,34,123,61,34,34,34,34,34,100,125,125,125,125,125,125,125,125,125,61.3,,
LBN002,270,105,105,13,13,105,105,105,105,105,1395,130,130,130,130,130,130,130,130,130,218.1,,
LBN004,270,105,105,13,13,105,105,105,105,105,1432,130,130,130,130,130,130,130,130,130,221.8,,
LBY001,188,31,31,18,18,31,31,31,31,31,187,133,133,133,133,133,133,133,133,133,54.2,,
LBY002,188,18,18,18,18,18,18,18,18,18,609,133,133,133,133,133,133,133,133,133,88.6,,
LBY003,188,31,31,31,31,31,31,31,31,31,188,133,133,133,133,133,133,133,133,133,56.9,,
LKA001,31,31,31,4,4,31,31,31,31,31,4,125,125,125,125,125,125,125,125,125,32.3,,
LKA002,31,31,31,31,4,31,31,31,31,31,4,125,125,125,125,125,125,125,125,125,35,,
LKA003,31,31,31,4,0,31,31,31,31,31,4,125,125,125,125,125,125,125,125,125,31.9,,
LTU002,3,3,3,3,3,3,3,3,3,3,3,144,144,144,144,144,144,144,144,144,17.1,,
LVA002,3,3,3,3,3,3,3,3,3,3,3,144,144,144,144,144,144,144,144,144,17.1,,
MAR001,187,18,18,18,18,18,18,18,18,18,187,136,136,136,136,136,136,136,136,136,46.7,,
MAR002,609,18,18,18,18,18,18,18,18,18,609,136,136,136,136,136,136,136,136,136,88.9,,
MAR003,31,31,31,31,31,31,31,31,31,31,187,136,136,136,136,136,136,136,136,136,57.1,,
MDA002,3,61,3,3,3,3,3,3,3,3,3,128,128,128,128,128,128,128,128,128,15.5,,
MDG001,1,1,1,1,1,1,1,1,1,1,305,126,126,126,126,126,126,126,126,126,43.9,,
MDG002,1,1,1,1,1,1,1,1,1,1,305,126,126,126,126,126,126,126,126,126,43.9,,
MDG008,1,1,1,1,1,1,1,1,1,1,305,126,126,126,126,126,126,126,126,126,43.9,,
MEX001,1,1,1,1,1,1,1,1,1,1,1,125,125,125,125,125,125,125,125,125,13.4,,
MEX002,1,1,1,1,1,1,1,1,1,1,1,125,125,125,125,125,125,125,125,125,13.4,,
MEX003,1,1,1,1,1,1,1,1,1,1,1,125,125,125,125,125,125,125,125,125,13.4,,
MLI001,578,429,429,3,3,429,429,429,429,429,3,123,123,123,123,123,123,123,123,123,270.6,,
MMR001,65,65,65,4,4,65,65,65,65,65,65,125,125,125,125,125,125,125,125,125,58.8,,
MMR002,65,65,65,4,4,65,65,65,65,65,65,125,125,125,125,125,125,125,125,125,58.8,,
MMR003,65,65,65,4,4,65,65,65,65,65,65,125,125,125,125,125,125,125,125,125,58.8,,
MMR004,65,65,65,4,4,65,65,65,65,65,65,125,125,125,125,125,125,125,125,125,58.8,,
MNG004,4,33,4,4,4,4,4,4,4,4,4,31,31,31,31,31,31,31,31,31,6.7,,
MOZ001,305,1,1,1,1,1,1,1,1,1,305,125,125,125,125,125,125,125,125,125,43.8,,
MOZ004,305,1,1,1,1,1,1,1,1,1,305,125,125,125,125,125,125,125,125,125,43.8,,
MOZ010,305,1,1,1,1,1,1,1,1,1,305,125,125,125,125,125,125,125,125,125,43.8,,
MRT002,336,18,18,18,18,18,18,18,18,18,336,131,131,131,131,131,131,131,131,131,61.1,,
MRT003,1280,18,18,18,18,18,18,18,18,18,444,131,131,131,131,131,131,131,131,131,71.9,,
MWI002,1,1,1,1,1,1,1,1,1,1,338,125,125,125,125,125,125,125,125,125,47.1,,
MWI005,1,1,1,1,1,1,1,1,1,1,338,125,125,125,125,125,125,125,125,125,47.1,,
MYS001,189,189,189,4,4,4,4,4,4,4,1098,125,125,125,125,125,125,125,125,125,144,,
NAM002,1,1,1,1514,1,1,1,1,1,1,994,126,126,126,126,126,126,126,126,126,264.1,,
NER001,271,271,271,3,3,271,271,271,271,271,3,123,123,123,123,123,123,123,123,123,175.8,,
NER002,271,271,271,3,3,271,271,271,271,271,3,123,123,123,123,123,123,123,123,123,175.8,,
NER003,271,271,271,3,3,271,271,271,271,271,3,123,123,123,123,123,123,123,123,123,175.8,,
NER004,271,271,271,3,3,271,271,271,271,271,3,123,123,123,123,123,123,123,123,123,175.8,,
NGA001,255,124,124,3,124,124,124,124,124,124,124,126,126,126,126,126,126,126,126,126,112.1,,
NGA003,255,255,255,34,3,255,255,255,255,255,1734,127,127,127,127,127,127,127,127,127,342.8,,
