,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
LBY003,4,4,4,4,4,4,4,4,4,4,249,194,194,194,194,194,194,194,194,194,47.5,,
LKA002,4,4,4,4,4,4,4,4,4,4,4,186,186,186,186,186,186,186,186,186,22.2,,
LTU002,36,14,14,14,14,14,36,14,36,36,36,205,205,205,205,205,205,205,205,205,41.9,,
LVA002,36,14,14,14,14,14,36,14,36,36,36,205,205,205,205,205,205,205,205,205,41.9,,
MAR001,248,0,0,0,0,0,0,0,0,0,248,197,197,197,197,197,197,197,197,197,44.5,,
MAR002,670,0,0,0,0,0,0,0,0,0,670,197,197,197,197,197,197,197,197,197,86.7,,
MAR003,92,0,0,0,0,0,0,0,0,0,248,197,197,197,197,197,197,197,197,197,44.5,,
MDA002,36,14,14,14,14,14,36,14,36,36,36,189,189,189,189,189,189,189,189,189,40.3,,
MDG001,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,0.9,,
MDG002,0,0,0,0,0,0,0,0,0,0,0,187,187,187,187,187,187,187,187,187,18.7,,
MDG009,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,0.9,,
MEX001,2,2,2,2,2,2,2,2,2,2,2,186,186,186,186,186,186,186,186,186,20.4,,
MEX002,2,2,2,2,2,2,2,2,2,2,2,186,186,186,186,186,186,186,186,186,20.4,,
MEX003,2,2,2,2,2,2,2,2,2,2,2,186,186,186,186,186,186,186,186,186,20.4,,
MLI001,43,4,4,0,0,4,4,4,4,4,0,184,184,184,184,184,184,184,184,184,20.8,,
MMR001,4,4,4,4,4,4,4,4,4,4,4,186,186,186,186,186,186,186,186,186,22.2,,
MMR002,4,4,4,4,4,4,4,4,4,4,4,186,186,186,186,186,186,186,186,186,22.2,,
MMR003,4,4,4,4,4,4,4,4,4,4,4,186,186,186,186,186,186,186,186,186,22.2,,
MMR004,4,4,4,4,4,4,4,4,4,4,4,186,186,186,186,186,186,186,186,186,22.2,,
MNG004,4,4,4,4,4,4,4,4,4,4,4,92,92,92,92,92,92,92,92,92,12.8,,
MOZ001,44,0,0,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,8.8,,
MOZ004,44,0,0,0,0,0,0,0,0,0,44,186,186,186,186,186,186,186,186,186,23,,
MOZ011,44,0,0,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,8.8,,
MRT002,397,0,0,0,0,0,0,0,0,0,397,192,192,192,192,192,192,192,192,192,58.9,,
MRT003,1341,0,0,0,0,0,0,0,0,0,505,192,192,192,192,192,192,192,192,192,69.7,,
MWI002,0,0,0,0,0,0,0,0,0,0,399,186,186,186,186,186,186,186,186,186,58.5,,
MYS001,4,4,4,4,4,4,4,4,4,4,4,186,186,186,186,186,186,186,186,186,22.2,,
NAM002,0,0,0,1575,0,0,0,0,0,0,1055,187,187,187,187,187,187,187,187,187,281.7,,
NER001,7,7,7,0,0,7,7,7,7,7,0,184,184,184,184,184,184,184,184,184,22.6,,
