,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Area affected - absolute,% of total area affected,Area affected - relative,Area affected,People living in the affected area - absolute,% of total population living in the affected area,People living in the affected area - relative,People in the affected area,Geographical,People affected - absolute,% of people affected on the total population exposed,People affected - relative,People affected,People displaced - absolute,% of total population displaced on the  ,People displaced - relative,People displaced,Fatalities - absolute,% of fatalities on the total population affected,Fatalities (relative),Crisis related fatalities,People affected by categories,Human
Country level Brazil,"Displacement,Floods",BRA001,Brazil,BRA,5,1,5,5,5,0.4705771566864106,2.3,3.65,4.4,2.6,0.011836628511966702,0,1.3,4,0.5316990701606086,5,4.5,5,0.006142011834319527,5,5,4.8,3.6
Venezuela displacement in Brazil,Displacement,BRA002,Brazil,BRA,5,1,5,5,5,0.4705771566864106,2.3,3.65,4.4,1.9,0.004512527015128472,0,0.95,4,1.3392461197339247,5,4.5,5,0.015968957871396895,5,5,4.8,3.5
Floods in rainy season 2022,Floods,BRA003,Brazil,BRA,4,0.029697875364614615,0,2,5,0.21670449087981317,1,3,2.5,2.3,0.01590439978272678,0,1.15,0.7,0.004098360655737705,0.1,0.4,2.6,8.743169398907104e-05,4.4,3.5,2.2,1.7
Complex crisis in CAR,"Conflict,Displacement",CAF001,CAR,CAF,4.7,1,5,4.85,2.6,1.1385046728971964,5,3.8,4.4,3.8,1,5,4.4,4.4,0.200788047939583,5,4.7,3.5,4.432769660154326e-05,2.2,2.9,4,4.2
Venezuela displacement in Chile,Displacement,CHL002,Chile,CHL,4.8,1,5,4.9,4.3,1,5,4.65,4.8,4.3,0.6094371207365558,3,3.65,3.9,0.048240343347639485,1.6,2.8,0,8.583690987124463e-08,0,0,1.6,2.8
Multiple crises in Cameroon,"Conflict,Displacement",CMR001,Cameroon,CMR,4.4,0.9321571365107572,4.7,4.550000000000001,4.8,1,5,4.9,4.7,3.5,0.13605072463768117,0.6,2.05,4.7,0.5478029294274301,5,4.9,3.7,0.00010599201065246338,5,4.4,4.7,3.7
Boko Haram in Cameroon,Conflict,CMR002,Cameroon,CMR,2.6,0.07248207146030336,0.3,1.45,1.9,0.13778985507246377,0.6,1.25,1.4,2.7,0.3276360767814883,1.6,2.1500000000000004,3.7,0.3089887640449438,5,4.4,3.2,0.00013402889245585874,5,4.1,4.3,3.4
Anglophone Crisis in Cameroon,Conflict,CMR003,Cameroon,CMR,3.2,0.1882866873981934,0.9,2.0500000000000003,3.8,0.48818840579710143,2.4,3.0999999999999996,2.6,3,0.1509573994359507,0.7,1.85,4,0.3087512291052114,5,4.5,3.4,0.0001135693215339233,5,4.2,4.4,3.4
CAR refugees in Cameroon,"Conflict,Displacement",CMR004,Cameroon,CMR,3.8,0.4271794546339193,2.1,2.95,2.5,0.205,1,1.75,2.4,2,0.0839519264757865,0.4,1.2,3.6,0.7326315789473684,5,4.3,2,5.2631578947368424e-05,2.6,2.3,3.5,2.5
Complex crisis in DRC,"Conflict,Displacement,Socio-political",COD001,DRC,COD,5,1.0343221366974702,5,5,5,1,5,5,5,4.9,0.24339681721063877,1.2,3.0500000000000003,5,0.2491959589844489,5,5,4.8,9.039312876007416e-05,4.5,4.7,4.9,4.2
Complex crisis in Congo,Conflict,COG001,Congo,COG,4.2,1,5,4.6,0,0.11293103448275862,0.5,0.25,3.1,1.6,0.42748091603053434,2.1,1.85,3,0.48214285714285715,5,4,1.7,5.714285714285714e-05,2.9,2.3,3.3,2.6
Complex crisis in Colombia,"Socio-political,Conflict,Violence,Floods,Displacement",COL001,Colombia,COL,5,1,5,5,5,1,5,5,5,4.2,0.18992248062015504,0.9,2.5500000000000003,5,0.46938775510204084,5,5,5,0.0003189795918367347,5,5,5,4.1
Venezuela displacement in Colombia,Displacement,COL002,Colombia,COL,5,1,5,5,5,0.7057558139534884,3.5,4.25,4.7,3.8,0.15866216327539337,0.8,2.3,4.8,0.4288681204569055,5,4.9,x,x,x,x,4.9,3.9
Nicaraguan refugees in Costa Rica,Displacement,CRI002,Costa Rica,CRI,1.1,0.08738738738738738,0.3,0.7000000000000001,0.2,0.21118359739049394,1,0.6,0.7,1.5,0.21800529567519858,1.1,1.3,3.3,0.8097165991902834,5,4.2,x,x,x,x,4.2,3.1
Multiple crises in Djibouti,"Displacement,Drought",DJI001,Djibouti,DJI,2.3,1,5,3.65,0.2,1,5,2.6,3.2,2.2,0.5575296108291032,2.8,2.5,2.4,0.06828528072837632,2.3,2.4,1.4,1.5174506828528072e-05,0.8,1.1,1.8,2.2
Mixed migration in Djibouti,Displacement,DJI002,Djibouti,DJI,1.4,0.31492666091458155,1.5,1.45,0,0.5761421319796954,2.9,1.45,1.5,0.3,0.06607929515418502,0.3,0.3,2.4,1,5,3.7,1.4,0.00022222222222222223,5,3.2,3.5,2.2
Drought in Djibouti,Drought,DJI003,Djibouti,DJI,2.3,1,5,3.65,0.2,1,5,2.6,3.2,2.1,0.5135363790186125,2.5,2.3,x,x,x,x,x,x,x,x,x,2.3
Venezuela displacement in Dominican Republic,Displacement,DOM002,Dominican Republic,DOM,2.8,1,5,3.9,3.2,1,5,4.1,4,4,0.9370676188350815,4.7,4.35,2.9,0.013693736603953323,0.5,1.7,x,x,x,x,1.7,3.3
Mixed migration flows in Algeria,Displacement,DZA002,Algeria,DZA,5,1,5,5,5,1,5,5,5,1.5,0.005764576457645765,0,0.75,3.5,1,5,4.3,3.1,0.0005916030534351145,5,4.1,4.2,2.9
Sahrawi refugees in Algeria,Displacement,DZA003,Algeria,DZA,3.7,0.06675788845218687,0.2,1.9500000000000002,0,0.004906490649064906,0,0,1.1,1.2,0.7802690582959642,3.9,2.55,x,x,x,x,0.4,1.1494252873563218e-05,0.6,0.5,0.5,1.6
Multiple crises in Algeria,Displacement,DZA004,Algeria,DZA,5,0.9996888830481568,5,5,5,1.004906490649065,5,5,5,1.9,0.009546121340835942,0,0.95,3.5,0.6009174311926605,5,4.3,3.2,0.0003853211009174312,5,4.1,4.2,3
Venezuela displacement in Ecuador,Displacement,ECU002,Ecuador,ECU,4,1,5,4.5,4.2,1,5,4.6,4.6,4,0.47066825369835064,2.3,3.15,4.1,0.09670038535645473,3.2,3.7,1.4,1.0838150289017341e-06,0.1,0.8,2.5,2.8
Syrian Refugee Crisis in Egypt,Displacement,EGY002,Egypt,EGY,3.3,0.0914880405846602,0.4,1.8499999999999999,3.8,0.12583465394134719,0.6,2.1999999999999997,2,1.1,0.010258950049525966,0,0.55,3.1,1,5,4.1,0,0,0,0,2.6,1.7
Complex crisis in Eritrea,"Socio-political,Displacement",ERI001,Eritrea,ERI,3.3,1,5,4.15,1.9,1,5,3.45,3.8,2.6,0.2953813104189044,1.4,2,3.6,0.3054545454545455,5,4.3,0,0,0,0,2.8,2.4
Mixed migration flows in spain,Displacement,ESP002,Spain,ESP,3.3,0.1999160352651886,0.9,2.1,3.6,0.2559069199856929,1.2,2.4,2.3,1.1,0.012003617528570255,0,0.55,3.1,1,5,4.1,3.4,0.0016232876712328767,5,4.2,4.2,2.8
Complex crisis in Ethiopia,"Displacement,Floods,Conflict",ETH001,Ethiopia,ETH,5,1.128571,5,5,5,1,5,5,5,5,0.6867475646825112,3.4,4.2,5,0.0495126569778924,1.7,3.4,4.3,1.2593083098084318e-05,0.6,2.5,3,3.7
International Displacement,Displacement,ETH003,Ethiopia,ETH,5,1.128571,5,5,5,0.9938648348930534,5,5,5,5,0.3369804293030648,1.7,3.35,4.2,0.021201076728840612,0.7,2.5,x,x,x,x,2.5,3
Northern Ethiopia Conflict,"Conflict,Displacement",ETH004,Ethiopia,ETH,4.1,0.299,1.4,2.75,4.9,0.24014105295070326,1.2,3.0500000000000003,2.9,5,1,5,5,4.9,0.08637873754152824,2.9,3.9,3.2,5.48172757475083e-06,0.3,1.8,3,4.2
Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,4.8,0.7843,3.9,4.35,5,0.47868648428711613,2.4,3.7,4,4.8,0.40166666666666667,2,3.4,4.1,0.03203319502074689,1.1,2.6,2,9.95850622406639e-07,0,1,1.9,2.7
Mixed migration flows in Greece,Displacement,GRC002,Greece,GRC,0.9,0.026097750193948797,0,0.45,0,0.038822852760736194,0.1,0.05,0.3,1.2,0.3950617283950617,1.9,1.5499999999999998,3.1,1,5,4.1,2,0.00015,5,3.5,3.8,2.9
Complex crisis in Guatemala,"Violence,Socio-political,Other seasonal event",GTM001,Guatemala,GTM,3.4,1,5,4.2,4.1,1,5,4.55,4.4,3.8,0.32947976878612717,1.6,2.7,3.4,0.04245614035087719,1.4,2.4,4,0.00010508771929824562,5,4.5,3.7,3.2
Complex crisis in Honduras,"Violence,Socio-political,Other seasonal event,Cyclone",HND001,Honduras,HND,3.4,1,5,4.2,3.3,1,5,4.15,4.2,3.5,0.4166666666666667,2.1,2.8,3.4,0.06175,2.1,2.8,4,0.00016875,5,4.5,3.8,3.3
Complex crisis in Haiti,"Earthquake,Violence,Socio-political,Other seasonal event",HTI001,Haiti,HTI,2.4,1,5,3.7,3.5,1,5,4.25,4,4,0.7192982456140351,3.6,3.8,3.1,0.01951219512195122,0.7,1.9,5,0.000364390243902439,5,5,3.9,3.9
Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,1.8,0.46629172714078376,2.3,2.05,2.7,0.5639473684210526,2.8,2.75,2.4,2.2,0.10732617825478301,0.5,1.35,1.8,0.02463768115942029,0.8,1.3,4.8,0.0032579710144927535,5,4.9,3.7,2.7
Displacement from Ukraine conflict in Hungary,"Conflict,Displacement",HUN002,Hungary,HUN,1.3,0.06556942450016569,0.2,0.75,0,0.05771495877502945,0.2,0.1,0.4,0.1,0.05952380952380952,0.3,0.2,2.2,1,5,3.6,0,0,0,0,2.2,1.3
Papua Conflict,"Socio-political,Violence",IDN002,Indonesia,IDN,4.4,0.23294214410704528,1.1,2.75,2.5,0.020124864458778816,0.1,1.3,2.1,3.7,1,5,4.35,2.9,0.018389113644722323,0.6,1.8,2.4,8.275101140125046e-06,0.4,1.4,1.6,3.3
Country Level,"Earthquake,Socio-political,Violence",IDN007,Indonesia,IDN,4.4,0.2402992983986266,1.1,2.75,4.5,0.08252378679042088,0.4,2.45,2.6,3.9,0.32458854657159514,1.6,2.75,3.2,0.02238187344570323,0.7,2,3.7,5.291516993644653e-05,2.6,3.2,2.6,2.7
Earthquake in West Java province,Earthquake,IDN008,Indonesia,IDN,1.9,0.007357154291581336,0,0.95,4.1,0.06239892233164208,0.3,2.1999999999999997,1.6,2.9,0.10675523397188778,0.5,1.7,2.9,0.06388888888888888,2.1,2.5,3.6,0.00018777777777777779,5,4.3,3.5,2.7
Conflict in Jammu and Kashmir,Socio-political,IND002,India,IND,3.9,0.07474665258527037,0.3,2.1,3.7,0.008793037927644817,0,1.85,2,x,x,x,x,x,x,x,x,1.8,x,x,1.8,1.8,1.8
Afghan Refugees in Iran,Displacement,IRN004,Iran,IRN,4,0.1470818291215403,0.6,2.3,4.6,0.28856236122897366,1.4,3,2.7,3.6,0.18035692704346776,0.9,2.25,5,1,5,5,x,x,x,x,5,4
Multiple crises in Iraq,"Violence,Displacement,Socio-political,Conflict",IRQ001,Iraq,IRQ,4.3,0.8825566402652422,4.4,4.35,5,1.110193974411886,5,5,4.7,3.8,0.1273124863328231,0.6,2.1999999999999997,5,1.4623840604603229,5,5,4.4,0.00022105805565097905,5,4.7,4.9,3.9
Conflict  in Iraq,"Conflict,Socio-political,Violence",IRQ002,Iraq,IRQ,4.3,0.8825566402652422,4.4,4.35,5,0.9850695540287927,4.9,4.95,4.7,3.7,0.13061908517350157,0.6,2.15,5,1.5569811320754716,5,5,4.4,0.00024283018867924527,5,4.7,4.9,3.9
Syrian and Palestinian refugees in iraq,Displacement,IRQ003,Iraq,IRQ,2.6,0.08898968502486646,0.4,1.5,2.4,0.12514869753101407,0.6,1.5,1.5,2,0.10126091173617847,0.5,1.25,3.5,0.5019157088122606,5,4.3,0,0,0,0,2.8,2.1
Mixed migration flows in Italy,Displacement,ITA002,Italy,ITA,2.7,0.13957639219419324,0.6,1.6500000000000001,2.7,0.1109025990201777,0.5,1.6,1.6,1.6,0.04117999401018269,0.2,0.9,3.5,1,5,4.3,4.1,0.0025054545454545455,5,4.6,4.5,3.2
Syrian refugees in Jordan,Displacement,JOR002,Jordan,JOR,2.7,0.4557670646542014,2.2,2.45,3.1,0.8058486026281695,4,3.55,3,2.9,0.2111851171336702,1,1.95,4.5,0.7172376291462752,5,4.8,0,0,0,0,3.2,2.6
Multiple crisis in Kenya ,"Drought,Displacement",KEN001,Kenya,KEN,4.6,0.9551779878413045,4.8,4.699999999999999,4.6,0.45228011245390487,2.2,3.4,4.1,4.8,1,5,4.9,4.2,0.03434914228052472,1.1,2.7,x,x,x,x,2.7,4.1
Refugee situation in Kenya,Displacement,KEN002,Kenya,KEN,2.6,0.06719612046245212,0.2,1.4000000000000001,0.3,0.022271714922048998,0.1,0.2,0.8,2.2,0.5418032786885246,2.7,2.45,4,1,5,4.5,x,x,x,x,4.5,3.7
Drought in Kenya,Drought,KEN003,Kenya,KEN,4.6,0.9551779878413045,4.8,4.699999999999999,4.6,0.4506188615867684,2.2,3.4,4.1,4.8,1,5,4.9,x,x,x,x,x,x,x,x,x,4.9
Syrian refugees in Lebanon,Displacement,LBN002,Lebanon,LBN,1.7,1.021505376344086,5,3.35,2.8,1,5,3.9,3.6,3.8,0.9227360023637169,4.6,4.199999999999999,4.5,0.24511687479987193,5,4.8,0,0,0,0,3.2,3.7
Socioeconomic crisis in Lebanon,"Socio-political,Violence,Tecnological Disaster",LBN004,Lebanon,LBN,1.7,1.021505376344086,5,3.35,2.8,1,5,3.9,3.6,3.8,0.9227360023637169,4.6,4.199999999999999,x,x,x,x,1.4,1.440922190201729e-06,0.1,0.8,0.8,2.9
Complex crisis in Libya,"Conflict,Displacement,Socio-political",LBY001,Libya,LBY,5,1,5,5,2.8,1,5,3.9,4.5,3.9,1,5,4.45,4.6,0.22864211905108428,5,4.8,4.1,0.00010231407364284674,5,4.6,4.7,4.6
Mixed migration flows in Libya,Displacement,LBY002,Libya,LBY,5,1,5,5,2.8,1,5,3.9,4.5,2.3,0.1076990248872071,0.5,1.4,4.1,1,5,4.6,4.1,0.000931081081081081,5,4.6,4.6,3.4
Socio-economic crisis in Sri Lanka,"Socio-political,Food Security",LKA002,Sri Lanka,LKA,3,0.9999202678998564,5,4,4.5,1,5,4.75,4.4,4.7,1,5,4.85,0,0,0,0,0.7,1.3540350243726306e-07,0,0.4,0.2,3.3
Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,4.4,1,5,4.7,5,1,5,5,4.9,0,0.0005562324521904963,0,0,1.9,1,5,3.5,3.4,0.011285714285714286,5,4.2,3.9,2.4
DIsplacement from Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,0.3,0.04852449041679343,0.1,0.2,0,0.06275303643724696,0.3,0.15,0.2,0.9,0.4930875576036866,2.4,1.65,2.9,1,5,4,0,0,0,0,2.5,2.1
Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,4.6,1,5,4.8,4.9,1,5,4.95,4.9,3.7,0.1692855716092949,0.8,2.25,2.9,0.02261553588987217,0.8,1.9,2.4,9.832841691248771e-06,0.5,1.5,1.7,2
Drought in Madagascar,Drought,MDG002,Madagascar,MDG,3.6,0.2573942935716741,1.2,2.4,2.6,0.20740395499034556,1,1.8,2.1,3.6,0.7537720706260033,3.8,3.7,1.3,0.0017035775127768314,0.1,0.7,x,x,x,x,0.7,2.5
Tropical cyclone Cheneso in Madagascar,Cyclone,MDG007,Madagascar,MDG,4.6,1,5,4.8,4.9,1,5,4.95,4.9,0.8,0.0030294959717690924,0,0.4,2.2,0.37362637362637363,5,3.6,2.2,0.00036263736263736265,5,3.6,3.6,2.3
Tropical cyclone Freddy in Madagascar,Cyclone,MDG008,Madagascar,MDG,4,0.45592643520110004,2.2,3.1,0,0.03349091151208469,0.1,0.05,1.8,1.6,0.29721669980119286,1.5,1.55,2.7,0.24414715719063546,5,3.9,1.8,5.68561872909699e-05,2.8,2.3,3.2,2.5
Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,5,1,5,5,5,1,5,5,5,2.1,0.005126083064502508,0,1.05,4,1,5,4.5,5,0.014026359143327841,5,5,4.8,3.5
Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,5,1,5,5,5,1,5,5,5,1.8,0.003200635060043576,0,0.9,3.7,1,5,4.4,5,0.02032981530343008,5,5,4.7,3.4
Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,5,0.8599696494251395,4.3,4.65,5,0.9642525377066901,4.8,4.9,4.8,1.4,0.0019968295951165254,0,0.7,3.4,1,5,4.2,4.2,0.0035482456140350878,5,4.6,4.4,3
Complex crisis in Mali,Conflict,MLI001,Mali,MLI,5,1.0163908899433696,5,5,4.5,1,5,4.75,4.9,4.4,0.5944700460829493,3,3.7,4.5,0.1151937984496124,3.8,4.2,4.6,0.00013387596899224805,5,4.8,4.5,4.1
Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,4.7,1.0359802780670055,5,4.85,5,1,5,5,4.9,5,0.9802669345579793,4.9,4.95,5,0.053802796281384964,1.8,3.4,5,0.00013458019178683845,5,5,4.4,4.7
Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,2.6,0.056314693452563236,0.2,1.4000000000000001,1.8,0.062284730195177954,0.3,1.05,1.2,3.4,1,5,4.2,4.5,0.3761520737327189,5,4.8,3.2,4.9827188940092165e-05,2.5,2.9,4,4.1
Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,3.6,0.22906841428308936,1.1,2.35,2.3,0.08741747990815155,0.4,1.3499999999999999,1.9,3.6,1,5,4.3,2.8,0.02011081469320747,0.7,1.8,3.9,0.00011656064026267187,5,4.5,3.5,3.9
Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,4.5,0.750597170331353,3.7,4.1,5,0.8502977898966705,4.2,4.6,4.4,5,0.9767927593409144,4.9,4.95,4.6,0.033154063802673925,1.1,2.9,5,0.00014283245858441867,5,5,4.2,4.6
Dzud in Mongolia,Other seasonal event,MNG002,Mongolia,MNG,5,0.8110404490331883,4,4.5,0,0.272442915233031,1.3,0.65,3.1,2.2,0.7898966704936854,3.9,3.05,x,x,x,x,x,x,x,x,x,3.05
Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,4.8,1.0193074594979525,5,4.9,4.7,0.7631539811427381,3.8,4.25,4.6,4.3,0.449996102580092,2.2,3.25,4.4,0.09613719036895894,3.2,3.8,3.8,3.966741728737225e-05,2,2.9,3.4,3.3
Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,4.1,0.3568440194308095,1.7,2.9,3.4,0.3064156330864638,1.5,2.45,2.7,4.2,1,5,4.6,4.3,0.1005629974762182,3.4,3.9,3.5,2.572316055134925e-05,1.3,2.4,3.2,4
Floods in Maputo province in Mozambique,Floods,MOZ009,Mozambique,MOZ,2.3,0.029298812279050842,0,1.15,1.6,0.09068736801403884,0.4,1,1.1,0.2,0.014102984585109873,0,0.1,1.8,0.3953488372093023,5,3.4,1.4,0.00023255813953488373,5,3.2,3.3,2
Tropical Cyclone Freddy in Mozambique,Cyclone,MOZ010,Mozambique,MOZ,4.5,0.6298481650092831,3.1,3.8,3.6,0.3660509800422355,1.8,2.7,3.3,2.6,0.09750548468351344,0.4,1.5,2.5,0.0475,1.6,2.1,3.2,0.0001525,5,4.1,3.3,2.5
Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,3.9,0.19986416998156592,0.9,2.4,1,0.41818181818181815,2.1,1.55,2,3,1,5,4,2.8,0.04841897233201581,1.6,2.2,0,0,0,0,1.2,2.9
Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,5,1,5,5,2.1,0.903099173553719,4.5,3.3,4.3,2.9,0.4102036147334706,2,2.45,x,x,x,x,0,0,0,0,0,1.4
Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,3.3,1,5,4.15,4.3,1,5,4.65,4.4,4.3,0.6419808949220714,3.2,3.75,4.1,0.058109483906335656,1.9,3,4.1,5.497689717284047e-05,2.7,3.4,3.2,3.5
Tropical Cyclone Freddy in Malawi,Cyclone,MWI005,Malawi,MWI,2.5,0.3370810352142554,1.6,2.05,3,0.389693313222725,1.9,2.45,2.3,3.1,0.2924783898851761,1.4,2.25,4,0.2906925452139391,5,4.5,4,0.00029951477723864136,5,4.5,4.5,3.6
International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,1.6,0.028020088266626084,0,0.8,3.3,0.3086193185293938,1.5,2.4,1.7,4.2,1,5,4.6,3.2,0.01823587710604559,0.6,1.9,0,0,0,0,1,3.3
Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,4.9,1,5,4.95,1.4,1,5,3.2,4.3,2.6,0.42202541393916054,2.1,2.35,0,0,0,0,0,0,0,0,0,1.3
Multiple crises in Niger,"Conflict,Displacement",NER001,Niger,NER,5,1.0002368358727403,5,5,4.7,1,5,4.85,4.9,4.2,0.38076923076923075,1.9,3.05,4.1,0.07101010101010101,2.4,3.3,3.7,4.080808080808081e-05,2,2.9,3.1,3.1
Boko Haram in Niger,Conflict,NER002,Niger,NER,3.7,0.12386989816057473,0.5,2.1,0,0.02519230769230769,0.1,0.05,1.2,2.2,1,5,3.6,3.6,0.48091603053435117,5,4.3,3.2,0.00025038167938931297,5,4.1,4.2,3.9
Mali/Burkina Faso conflict,Conflict,NER003,Niger,NER,3.9,0.1662587826636141,0.7,2.3,2.6,0.2326923076923077,1.1,1.85,2.1,3.1,0.39834710743801655,2,2.55,3.6,0.12821576763485476,4.3,4,3.3,7.925311203319503e-05,4,3.7,3.9,3.3
Nigerian Refugees,Displacement,NER004,Niger,NER,1.6,0.006801926265098287,0,0.8,2.1,0.16765384615384615,0.8,1.4500000000000002,1.1,2.5,0.21954576737783896,1.1,1.8,2.6,0.06896551724137931,2.3,2.5,2,2.5078369905956112e-05,1.3,1.7,2.1,2
Complex crisis in Nigeria,"Conflict,Displacement,Violence",NGA001,Nigeria,NGA,4.9,1,5,4.95,5,1,5,5,5,4.8,0.10389190790093651,0.5,2.65,5,0.26364892881824464,5,5,5,0.00020365411195577055,5,5,5,4.1
Middle belt conflict,Violence,NGA003,Nigeria,NGA,3.6,0.15697047553169297,0.7,2.15,4,0.06969804394943616,0.3,2.15,2.2,3.1,0.13913211434457892,0.7,1.9,3.9,0.2688570106432207,5,4.5,3.8,0.0002077741786210088,5,4.4,4.5,3.5
Boko Haram crisis in Nigeria,"Conflict,Displacement",NGA004,Nigeria,NGA,3.7,0.17338954950206967,0.8,2.25,4,0.07224687790277634,0.3,2.15,2.2,4.5,1,5,4.75,5,0.2959627329192547,5,5,4.6,0.00010695652173913044,5,4.8,4.9,4.8
Northwest Banditry,"Violence,Displacement",NGA007,Nigeria,NGA,4,0.26099673902302445,1.2,2.6,5,0.18636553330311828,0.9,2.95,2.8,3.6,0.1151669836989237,0.5,2.05,4,0.13568889818105792,4.5,4.3,4.6,0.00036127953167468116,5,4.8,4.6,3.6
Cameroonian Refugees in Nigeria,Displacement,NGA008,Nigeria,NGA,3.4,0.11953511863587953,0.5,1.95,3.7,0.05687758865948386,0.2,1.9500000000000002,2,0.9,0.008520710059171597,0,0.45,2.9,1,5,4,x,x,x,x,4,2.6
Socioeconomic crisis in Nicaragua,Socio-political,NIC001,Nicaragua,NIC,3.5,1,5,4.25,2.6,1,5,3.8,4,1.3,0.032252862441541685,0.1,0.7000000000000001,3.3,1,5,4.2,1.2,3.5e-05,1.8,1.5,3.1,2.1
Complex crisis in Pakistan,"Displacement,Conflict",PAK001,Pakistan,PAK,4.8,1,5,4.9,5,1,5,5,5,5,0.21900155654688627,1.1,3.05,5,0.07261814024390244,2.4,3.7,4.3,1.8997713414634146e-05,0.9,2.6,3.2,3.1
Kashmir conflict in Pakistan,Conflict,PAK004,Pakistan,PAK,1.9,0.01724911789124118,0,0.95,2.1,0.017693723318574654,0,1.05,1,x,x,x,x,x,x,x,x,0,x,x,0,0,0
Floods in Pakistan ,Other seasonal event,PAK005,Pakistan,PAK,4.7,0.8689173412204234,4.3,4.5,5,0.13771058243230272,0.6,2.8,3.8,5,1,5,5,2.1,0.0009393939393939394,0,1.1,4.6,5.26969696969697e-05,2.6,3.6,2.6,4.1
Venezuela displacement in Panama,Displacement,PAN002,Panama,PAN,3.1,0.9978073715361852,5,4.05,0,0.032122286220646876,0.1,0.05,2.6,0.6,0.503448275862069,2.5,1.55,3.1,1.9863013698630136,5,4.1,2.8,0.0012191780821917807,5,3.9,4,3
Venezuela displacement in Peru,Displacement,PER002,Peru,PER,5,1,5,5,5,1,5,5,5,4.2,0.30219730807278394,1.5,2.85,4.6,0.15573851800416624,5,4.8,0,9.919650828290844e-08,0,0,3.2,3
