,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
REG003,126,126,816,1139,7,1139,1346,1346,1346,1346,1346,61,61,61,61,61,61,61,61,61,989.2,,
REG004,12,12,12,12,12,12,12,12,12,12,1320,61,61,61,61,61,61,61,61,61,147.7,,
REG006,12,12,12,12,12,12,12,12,12,12,1323,61,61,61,61,61,61,61,61,61,148,,
REG007,1,1,1,1,1,1,1,1,1,1,125,66,66,66,66,66,66,66,66,66,19.9,,
REG008,10,10,10,10,10,10,10,10,10,10,125,66,66,66,66,66,66,66,66,66,27.1,,
REG011,656,7,7,7,7,207,184,7,207,341,656,61,61,61,61,61,61,61,61,61,168.4,,
REG012,1,1,1,1,1,1,1,1,1,1,1,61,61,61,61,61,61,61,61,61,7,,
REG013,187,187,187,187,2,187,187,187,187,187,187,61,61,61,61,61,61,61,61,61,155.9,,
REG014,4,4,4,4,4,4,4,4,4,4,304,54,54,54,54,54,54,54,54,54,39,,
ROU002,153,1,1,1,1,1,1,1,1,1,153,64,64,64,64,64,64,64,64,64,22.5,,
RWA002,276,276,2,2,792,2,2,2,2,2,276,62,62,62,62,62,62,62,62,62,114.4,,
SDN001,551,12,12,9,9,32,32,32,32,32,32,67,67,67,67,67,67,67,67,67,28.9,,
SDN005,551,32,32,9,9,9,9,9,9,9,474,67,67,67,67,67,67,67,67,67,63.6,,
SDN006,122,32,9,9,9,9,9,9,9,9,122,67,67,67,67,67,67,67,67,67,26.1,,
SDN008,188,32,32,9,9,32,32,32,32,32,610,67,67,67,67,67,67,67,67,67,88.7,,
SEN002,122,4,4,57,122,4,4,4,4,4,57,63,63,63,63,63,63,63,63,63,32.3,,
SLV001,5,5,5,5,5,5,5,5,5,5,5,63,63,63,63,63,63,63,63,63,10.8,,
SOM001,1167,37,37,11,11,11,11,11,11,11,1430,64,64,64,64,64,64,64,64,64,160.8,,
SOM002,151,105,11,11,11,11,11,11,11,11,586,64,64,64,64,64,64,64,64,64,73.8,,
SSD001,33,33,33,33,3,33,33,33,33,33,33,64,64,64,64,64,64,64,64,64,33.1,,
SSD003,33,33,33,68,68,33,33,33,33,33,33,64,64,64,64,64,64,64,64,64,43.1,,
SVK002,153,11,11,11,11,11,11,11,11,11,153,64,64,64,64,64,64,64,64,64,30.5,,
SWZ001,103,79,79,1052,12,79,79,79,79,79,79,61,61,61,61,61,61,61,61,61,167.8,,
SYR001,32,32,32,12,12,32,32,32,32,32,1431,61,61,61,61,61,61,61,61,61,170.8,,
TCD001,739,645,739,29,29,739,739,157,157,157,739,63,63,63,63,63,63,63,63,63,354.8,,
TCD003,1415,157,157,29,29,157,157,157,157,157,1415,63,63,63,63,63,63,63,63,63,247.8,,
TCD004,1012,152,152,29,29,157,152,152,152,152,1415,63,63,63,63,63,63,63,63,63,245.3,,
TCD005,1012,157,157,29,29,157,152,152,157,157,123,63,63,63,63,63,63,63,63,63,117.6,,
TCD006,1415,1012,1012,1415,29,885,885,885,885,885,1157,63,63,63,63,63,63,63,63,63,810.1,,
THA001,1250,2,2,2,2,2,243,2,243,243,1417,61,61,61,61,61,61,61,61,61,221.7,,
THA002,1250,1250,430,1250,2,243,1006,1006,1006,1006,1417,61,61,61,61,61,61,61,61,61,742.7,,
THA003,243,2,2,2,702,2,243,2,243,243,1417,61,61,61,61,61,61,61,61,61,291.7,,
TON002,346,2,2,2,99,2,2,2,2,2,346,61,61,61,61,61,61,61,61,61,52,,
TTO002,8,8,8,8,8,8,8,8,8,8,8,63,63,63,63,63,63,63,63,63,13.5,,
TUN002,153,1,1,1,1,1,1,1,1,1,153,67,67,67,67,67,67,67,67,67,22.8,,
TUR001,32,32,12,12,12,12,12,12,12,12,1415,61,61,61,61,61,61,61,61,61,157.2,,
TUR002,32,32,12,12,255,12,12,12,12,12,1415,61,61,61,61,61,61,61,61,61,181.5,,
TUR003,32,32,32,32,12,12,12,12,12,12,1415,61,61,61,61,61,61,61,61,61,161.2,,
TUR004,32,32,1415,1415,122,1415,1415,1415,1415,1415,1415,61,61,61,61,61,61,61,61,61,1150.3,,
TZA001,291,6,6,6,6,6,6,6,6,6,123,61,61,61,61,61,61,61,61,61,23.2,,
