Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Myanmar refugees in Thailand,THA003,Thailand,People affected,90759,TBC 31/07/23,Low,3,https://reliefweb.int/report/thailand/thailand-refugee-camp-population-july-2023,"Only the displaced community is considered to be affected, therefore this is the same number of the estimated refugees from Myanmar in 9 settlements near the Thai - Myanmar border according to UNHCR. Local population is not considered to be affected as they generally do not host any refugees.

At the end of June 2021, there were 553,969 people registered by the Royal Thai Government as stateless. It is unclear if there are Rohingyas among these sateless people. https://www.unhcr.org/th/en/statelessness",THA003People affected,2023-09-28,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,People displaced,90759,TBC 31/07/23,Low,3,https://reliefweb.int/report/thailand/thailand-refugee-camp-population-july-2023,Estimated number of refugees from Myanmar in 9 settlements near the Thai - Myanmar border according to UNHCR,THA003People displaced,2023-09-28,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,People in Need,90759,TBC 31/07/23,Low,3,https://reliefweb.int/report/thailand/thailand-refugee-camp-population-july-2023,The total number of people affected and in need are the same and include the refugee population according to UNHCR. Local population is not considered to be affected as they generally do not host any refugees.,THA003People in Need,2023-09-28,Change in the data/methodology
Myanmar refugees in Thailand,THA003,Thailand,Minimal humanitarian conditions - Level 1,251614,"TBC 31/07/23; City Population (based on Thailand Census 2010, accessed at 27/04/2022)",Medium ,2,https://reliefweb.int/report/thailand/thailand-refugee-camp-population-july-2023; https://citypopulation.de/en (for various districts),This group of people comprise the people who are exposed excluding the refugees. They are considered to be minimally affected by the refugee crisis.,THA003Minimal humanitarian conditions - Level 1,2023-09-28,Change in the data/methodology
Mixed migration flows in Greece,GRC002,Greece,Landmass affected,9776,UNHCR accessed on 19/09/2023 ; Admin Stat accessed on 19/09/2023 ; ELSTAT aaceesed on 19/09/2023 ; Island vulnerability 31/03/2008 ; ELSTAT 17/03/2023,High,1,https://data2.unhcr.org/en/situations/mediterranean/location/5179 ; https://ugeo.urbistat.com/AdminStat/en/gr/demografia/dati-sintesi/evros/71000000/4 ; https://www.statistics.gr/en/greece-in-figures#tab-2023 ; https://ugeo.urbistat.com/AdminStat/en/gr/demografia/dati-sintesi/lesvos/83000000/4 ; https://ugeo.urbistat.com/AdminStat/en/gr/demografia/dati-sintesi/chios/85000000/4 ; https://ugeo.urbistat.com/AdminStat/en/gr/demografia/dati-sintesi/samos/84000000/4 ; https://www.islandvulnerability.org/docs/lewiseuropeanislands.pdf ; https://elstat-outsourcers.statistics.gr/census_results_2022_en.pdf,"Only the areas most affected have been considered (Rhodes , Samos , Chios , Kos , Evros , Lesvos)",GRC002Landmass affected,2023-09-30,Change in the data/methodology
Eastern Mediterranean Route ,REG006,"Türkiye,Greece",Landmass affected,150195,World bank 2017; UNHCR 14/05/2020 ; IOM 08/06/2022; City Population accessed on 08/ 06/2023 ; ELSTAT aaceesed on 19/09/2023 ; Island vulnerability 31/03/2008 ; ELSTAT 17/03/2023,Medium ,2,"https://data.worldbank.org/indicator/SP.POP.TOTL?locations=GR; https://data2.unhcr.org/en/documents/download/74134 ; https://www.citypopulation.de/en/turkey/cities/;

https://reliefweb.int/report/turkey/mpm-turkey-mixed-migration-flows-mediterranean-and-beyond-flow-monitoring-compilation-08-june-2022",Sum of the affected areas in the individual crises Mixed Migration - Turkey and Greece,REG006Landmass affected,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Total population,51600000,OCHA 13/03/2023,High,1,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,Total Population Figure taken from HNO 2023. No new update of this figure was found for september 2023,COL001Total population,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Landmass affected,1109500,World Bank 01/01/2021,High,1,https://data.worldbank.org/indicator/AG.LND.TOTL.K2?locations=CO,Country total landmass according most recent World Bank Figures. No new update of this figure was found for september 2023,COL001Landmass affected,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,People exposed,51600000,OCHA 13/03/2023,High,1,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,The people exposed to the complex crisis is equal to the total population of the country. No new update of this figure was found for september 2023,COL001People exposed,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,People affected,9800000,OCHA 13/03/2023,High,1,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,Affected population by the crisis acording HNO 2023. No new update of this figure was found for september 2023,COL001People affected,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,People displaced,5446611,OCHA 13/03/2023; UNHCR 31/12/2022; Government of Colombia 31/12/2022; Government of Colombia 31/12/2020 ,High,1,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,"The figure of displacement disaggregated corresponds to displaced people that have not overcome their vulnerability condition, 4.6 million according to OCHA; plus 845000 returnees according to UNHCR; plus 1611 recognized refugees by December 2022 according to UNHCR. ",COL001People displaced,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Injuries reported,99,OCHA 13/03/2023,Medium,2,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,"This figure includes 99 persons reported by OCHA that were victims of Anti personal Mines, Non-activated Mines, or non-activated munition. However, it is not clear how many persons from the 99 registered victims were injured and how many died. No new update of this figure was found on July 2023",COL001Injuries reported,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,People in Need,7700000,OCHA 13/03/2023,High,1,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,Figure corresponding to People in Need According OCHA. No new updates of this figure were found for July 2023,COL001People in Need,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Minimal humanitarian conditions - Level 1,41800000,OCHA 13/03/2023,High,1,https://monitor.salahumanitaria.co/ ;  https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,Figure correspond to total population figure (51600000) minus people affected fiture (9800000),COL001Minimal humanitarian conditions - Level 1,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Stressed humanitarian conditions - Level 2,2100000,OCHA 13/03/2023,High,1,https://monitor.salahumanitaria.co/ ;  https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,Figure correspond to people affected figure (9800000) minus people in need figure (7700000),COL001Stressed humanitarian conditions - Level 2,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Moderate humanitarian conditions - Level 3,4206000,OCHA 13/03/2023,High,1,https://monitor.salahumanitaria.co/ ;  https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,Figure correspond to people in need accoridng OCHA (7700000) minus People in severe need (3100000) minus people in critic need (394000),COL001Moderate humanitarian conditions - Level 3,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Severe humanitarian conditions - Level 4,3100000,OCHA 13/03/2023,High,1,https://monitor.salahumanitaria.co/ ;  https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,Figure correspond to 'Persons in severe need' according OCHA,COL001Severe humanitarian conditions - Level 4,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Extreme humanitarian conditions - Level 5,394000,OCHA 13/03/2023,High,1,https://monitor.salahumanitaria.co/ ;  https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,Figure corresponds to 'Persons in critic need' figure,COL001Extreme humanitarian conditions - Level 5,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Crisis affected groups,3,OCHA 13/03/2023,High,1,https://monitor.salahumanitaria.co/ ;  https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,"Host, Non-host, IDPs",COL001Crisis affected groups,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,People facing limited access constraints,x,X,x,x,X,No new data available for September 2023 update,COL001People facing limited access constraints,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,People facing restricted access constraints,x,X,x,x,X,No new data available for September 2023 update,COL001People facing restricted access constraints,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Illness cases reported,x,X,x,x,X,No new data available for September 2023 update,COL001Illness cases reported,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Buildings damaged,96400,OCHA 13/03/2023,High,1,https://monitor.salahumanitaria.co/ ;  https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/colombia_hno2023_summary_en_vf.pdf,This figure corresponds to the partial or total damages of houses because events derived from climate disasters,COL001Buildings damaged,2023-09-30,Change in the data/methodology
Complex crisis in Colombia,COL001,Colombia,Buildings destroyed,x,x,x,x,x,No new data available for September 2023 update,COL001Buildings destroyed,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Buildings in affected area,x,x,x,x,x,No new data available for September 2023 update,COL001Buildings in affected area,2023-09-30,Humanitarian development
Complex crisis in Colombia,COL001,Colombia,Economic Losses,x,x,x,x,x,No new data available for September 2023 update,COL001Economic Losses,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Total population,215313498,World Bank 31/12/2022,Medium ,2,https://data.worldbank.org/indicator/sp.pop.totl?page=2  https://data.worldbank.org/indicator/SM.POP.REFG?locations=BR   https://data.worldbank.org/indicator/SM.POP.REFG.OR?locations=BR,"Taking most resent World Bank figures, the total population number results from total population (212559409)  plus refugee population living in Brazil ( 59147) minus brazilian refugee population in other countries (1588) ",BRA003Total population,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Landmass affected,377437,IBEGE 01/01/2022; OCHA 11/09/2023,Medium,2,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/estrutura-territorial/15761-areas-dos-municipios.html?t=acesso-ao-produto&c=29  ; https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,"Intense weather is causing casualties and damage across southern Brazil. Since 4 September 2023, an extratropical cyclone, bringing heavy rainfall, strong winds and hailstorms, has been severely affecting the states of Santa Catarina and Rio Grande do Sul. The figure is carried out from the landmass of Rio Grande do Soul (281.707,151) , and  Santa Catarina(95.730,690) which are the States with the most intense rainy season and floods during September 2023
",BRA003Landmass affected,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,People exposed,18850219,IBEGE 01/01/2022; OCHA 11/09/2023,Medium ,2,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/estrutura-territorial/15761-areas-dos-municipios.html?t=acesso-ao-produto&c=29  ; https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,"The figure is carried out from the population of Rio Grande do Soul (11.088.065), and  Santa Catarina(7.762.154) which are the States with the most intense floods  during September 2023
",BRA003People exposed,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,People affected,354711,PAHO 15/09/2023,Medium,2,https://reliefweb.int/report/brazil/natural-hazards-monitoring-15-september-2023,"There were 354,711 people affected (7,059 increase since the 13 September report), 940 people were reported with injuries (15 increase), and 25,855 people were displaced (544 increase since the 12 September report). ",BRA003People affected,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,People displaced,20498,OCHA 11/09/2023,Medium ,2,https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,"According OCHA during September 2023 floods 20,498 residents have been displaced ",BRA003People displaced,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Injuries reported,940,PAHO 15/09/2023,Medium ,2,https://reliefweb.int/report/brazil/natural-hazards-monitoring-15-september-2023,"There were 354,711 people affected (7,059 increase since the 13 September report), 940 people were reported with injuries (15 increase), and 25,855 people were displaced (544 increase since the 12 September report). ",BRA003Injuries reported,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Fatalities reported,46,OCHA 11/09/2023,Medium ,2,https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023 ;,"OCHA reports that the severe weather has affected at least 340,928 people across 93 municipalities, leaving 46 people dead, 46 people missing and 924 injured",BRA003Fatalities reported,2023-09-30,Change in the data/methodology
Floods in rainy season 2022,BRA003,Brazil,Fatalities in all crises,46, Missing Migrants 22/09/2023; OCHA 11/09/2023,Medium ,2,https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023; https://missingmigrants.iom.int/,Fatalities reported by OCHA during floods in september 2023 (46) plus fatalities of Venezuelan migrants registered from March to September 2023 by Missing Migrants (0),BRA003Fatalities in all crises,2023-09-30,Change in the data/methodology
Floods in rainy season 2022,BRA003,Brazil,People in Need,25292,OCHA 11/09/2023,Medium ,2,https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,"According OCHA during September 2023 floods 20,498 residents have been displaced and a further 4,794 have been left homeless. This figure is carried out by the sum of both estimations. ",BRA003People in Need,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Minimal humanitarian conditions - Level 1,18495508,OCHA 11/09/2023; IBEGE 01/01/2022,Low,3,  https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Previa_da_Populacao/POP2022_Municipios.pdf; https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,This figure is carried out from people exposed figure minus people affected,BRA003Minimal humanitarian conditions - Level 1,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Stressed humanitarian conditions - Level 2,329419,OCHA 11/09/2023; IBEGE 01/01/2022,Low,3,  https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Previa_da_Populacao/POP2022_Municipios.pdf; https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,This figure is carried out from people affected figure minus people in need,BRA003Stressed humanitarian conditions - Level 2,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Moderate humanitarian conditions - Level 3,25292,OCHA 11/09/2023; IBEGE 01/01/2022,Low,3,  https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Previa_da_Populacao/POP2022_Municipios.pdf; https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,This figure corresponds to the people displaced in Alagoas according Floodlist,BRA003Moderate humanitarian conditions - Level 3,2023-09-30,Change in the data/methodology
Floods in rainy season 2022,BRA003,Brazil,Severe humanitarian conditions - Level 4,x,"x
",x,x,x,No new data available for September 2023 update,BRA003Severe humanitarian conditions - Level 4,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Extreme humanitarian conditions - Level 5,x,"x
",x,x,x,No new data available for September 2023 update,BRA003Extreme humanitarian conditions - Level 5,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Crisis affected groups,1,OCHA 11/09/2023,Low,3,https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,"Host communities.
",BRA003Crisis affected groups,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Illness cases reported,x,"x
",x,x,X,No new data available for September 2023 update,BRA003Illness cases reported,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Buildings damaged,x,"x
",x,x,X,No new data available for September 2023 update,BRA003Buildings damaged,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Buildings destroyed,x,"x
",x,x,X,No new data available for September 2023 update,BRA003Buildings destroyed,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Buildings in affected area,x,"x
",x,x,X,No new data available for September 2023 update,BRA003Buildings in affected area,2023-09-30,Humanitarian development
Floods in rainy season 2022,BRA003,Brazil,Economic Losses,x,"x
",x,x,X,No new data available for September 2023 update,BRA003Economic Losses,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Total population,215313498,World Bank 31/12/2022,Medium,2,https://data.worldbank.org/indicator/sp.pop.totl?page=2  https://data.worldbank.org/indicator/SM.POP.REFG?locations=BR   https://data.worldbank.org/indicator/SM.POP.REFG.OR?locations=BR,"Taking most resent World Bank figures, the total population number results from total population (212559409)  plus refugee population living in Brazil ( 59147) minus brazilian refugee population in other countries (1588) ",BRA002Total population,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Landmass affected,3551558,IOM 13/05/2023;  IBGE 25/12/2022,Medium ,2,https://reliefweb.int/report/brazil/subcomite-federal-para-acolhimento-e-interiorizacao-de-imigrantes-em-situacao-de-vulnerabilidade-deslocamentos-assistidos-de-venezuelanos-abril-2018-abril-2023;  https://www.ibge.gov.br/geociencias/organizacao-do-territorio/estrutura-territorial/15761-areas-dos-municipios.html?t=acesso-ao-produto&c=35,"The landmass correspond to the states were most of the migrant population is interirized and hosted: Amazonas (1559255), Roraima (223644), Minas Gerais (586513), Mato Grosso do soul (357142), Sao Paulo (248219) , Paraná (199298) , Santa Catarina (95730) and Rio Grande Do soul (281707)",BRA002Landmass affected,2023-09-30,Change in the data/methodology
Venezuela displacement in Brazil,BRA002,Brazil,People exposed,99943919,R4V 01/03/2023; CDP 01/03/2023; IBGE 25/12/2022,Medium ,2,https://www.r4v.info/pt/document/rmrp-20232024-plano-regional-e-capitulo-brasil ; https://www.ibge.gov.br/estatisticas/sociais/trabalho/22827-censo-demografico-2022.html?=&t=resultados ;  https://disasterphilanthropy.org/disasters/2023-sao-paulo-brazil-floods/,The figure is carried out taking the population of the states taken are those whose PIN number is over 10k according R4V stimations for 2023,BRA002People exposed,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,People affected,451300,R4V 27/03/2023,Medium ,2,https://www.r4v.info/pt/document/rmrp-20232024-plano-regional-e-capitulo-brasil , the figure of Venezuelans in brazil according R4V 451300 ,BRA002People affected,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,People displaced,477500,R4V 07/09/2023 ,Medium ,2,https://reliefweb.int/report/venezuela-bolivarian-republic/r4v-latin-america-and-caribbean-venezuelan-refugees-and-migrants-region-august-2023,The figure is calculated taking the R4V updated figure of venezuelan migrants living in Brazil,BRA002People displaced,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Injuries reported,x,x,x,x,x,No new data available for September 2023 update,BRA002Injuries reported,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Fatalities reported,0,Missing Migrants 22/09/2023,Low,3,https://missingmigrants.iom.int/region/americas?region_incident=4041&route=3936&incident_date%5Bmin%5D=&incident_date%5Bmax%5D=,This number is equal to the Venezuelan migrants fatalities registered between March to September2023 in Barzil (0),BRA002Fatalities reported,2023-09-30,Change in the data/methodology
Venezuela displacement in Brazil,BRA002,Brazil,Fatalities in all crises,46, Missing Migrants 22/09/2023; OCHA 11/09/2023,Medium ,2,https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023; https://missingmigrants.iom.int/,Fatalities reported by OCHA during floods in september 2023 (46) plus fatalities of Venezuelan migrants registered from March to September 2023 by Missing Migrants (0),BRA002Fatalities in all crises,2023-09-30,Change in the data/methodology
Venezuela displacement in Brazil,BRA002,Brazil,People in Need,360900,R4V 07/03/2023,Medium ,2,https://www.r4v.info/sites/default/files/2022-10/RMNA_2022_WEB_V2.pdf,This figure is the people in need reported by R4V for 2023 in its Migrants and Refugees Response Plan (RMRP following Spanish abbreviation),BRA002People in Need,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Minimal humanitarian conditions - Level 1,99492619,R4V 07/03/2023,Medium ,2,https://www.r4v.info/sites/default/files/2022-10/RMNA_2022_WEB_V2.pdf,The figure is carried out from people exposed figure minus poeple affected figure,BRA002Minimal humanitarian conditions - Level 1,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Stressed humanitarian conditions - Level 2,90400,R4V 07/03/2023,Medium ,2,https://www.r4v.info/sites/default/files/2022-10/RMNA_2022_WEB_V2.pdf,The figure is carried out from people affected figure minus people in need figure,BRA002Stressed humanitarian conditions - Level 2,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Moderate humanitarian conditions - Level 3,360900,R4V 07/03/2023,Medium ,2,https://www.r4v.info/sites/default/files/2022-10/RMNA_2022_WEB_V2.pdf,This figure is the people in need reported by R4V for 2023 in its Migrants and Refugees Response Plan (RMRP following Spanish abbreviation),BRA002Moderate humanitarian conditions - Level 3,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Severe humanitarian conditions - Level 4,x,x,x,x,x,No new data available for September 2023 update,BRA002Severe humanitarian conditions - Level 4,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Extreme humanitarian conditions - Level 5,x,x,x,x,x,No new data available for September 2023 update,BRA002Extreme humanitarian conditions - Level 5,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Crisis affected groups,5,R4V 18/11/2022,Medium,2,https://www.r4v.info/sites/default/files/2022-10/RMNA_2022_WEB_V2.pdf ; https://floodlist.com/america/brazil-floods-bahia-april-2023,"IDPs, Hotsts, Non-Hosts, Returnees, Refugees",BRA002Crisis affected groups,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Illness cases reported,x,"x
",x,x,x,No new data available for September 2023 update,BRA002Illness cases reported,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Buildings damaged,x,"x
",x,x,x,No new data available for September 2023 update,BRA002Buildings damaged,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Buildings destroyed,x,"x
",x,x,x,No new data available for September 2023 update,BRA002Buildings destroyed,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Buildings in affected area,x,"x
",x,x,x,No new data available for September 2023 update,BRA002Buildings in affected area,2023-09-30,Humanitarian development
Venezuela displacement in Brazil,BRA002,Brazil,Economic Losses,x,"x
",x,x,x,No new data available for September 2023 update,BRA002Economic Losses,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,Total population,215313498,World Bank 31/12/2022,Medium,2,https://data.worldbank.org/indicator/sp.pop.totl?page=2  https://data.worldbank.org/indicator/SM.POP.REFG?locations=BR   https://data.worldbank.org/indicator/SM.POP.REFG.OR?locations=BR,Figure corresponds to the  most resent World Bank figures for 2022 ,BRA001Total population,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,Landmass affected,8358140,World Bank 01/01/2021,High,1,https://data.worldbank.org/indicator/AG.LND.TOTL.K2?locations=BR,"Total country landmass
",BRA001Landmass affected,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,People exposed,99943919,R4V 18/11/ 2022;IBEGE 01/01/2022,Medium ,2,"https://www.r4v.info/pt/document/rmrp-20232024-plano-regional-e-capitulo-brasil , https://www.ibge.gov.br/estatisticas/sociais/trabalho/22827-censo-demografico-2022.html?=&t=resultados ,  https://disasterphilanthropy.org/disasters/2023-sao-paulo-brazil-floods/","The figure is carried out by taking the population figures from the most affected states in terms of migrations and natural disasters. Regarding the latter, the hotspot during September 2023 was  Rio Grande do Soul, and Santa Catarina; in relation to the former, the states taken are those whose PIN number is over 10k according to R4V estimations for 2023 ",BRA001People exposed,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,People affected,806011,R4V 18/11/ 2022;PAHO 15/09/2023,Medium ,2,https://www.r4v.info/pt/document/rmrp-20232024-plano-regional-e-capitulo-brasil;  https://reliefweb.int/report/brazil/natural-hazards-monitoring-15-september-2023,The figure is carried out from people affected BRA003 (354711) plus people affected BRA002 (451300),BRA001People affected,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,People displaced,481078,R4V 07/09/2023;  OCHA 11/09/2023,Medium ,2,https://reliefweb.int/report/venezuela-bolivarian-republic/r4v-latin-america-and-caribbean-venezuelan-refugees-and-migrants-region-august-2023 ; https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023,The figure is carried out from people displaced BRA003 plus people displaced BRA002,BRA001People displaced,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,Injuries reported,940,PAHO 15/09/2023,Medium ,2,https://reliefweb.int/report/brazil/natural-hazards-monitoring-15-september-2023,"There were 354,711 people affected (7,059 increase since the 13 September report), 940 people were reported with injuries (15 increase), and 25,855 people were displaced (544 increase since the 12 September report). ",BRA001Injuries reported,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,Fatalities reported,46, OCHA 11/09/2023; Missing Migrants 12/09/2023,Medium ,2,https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023; https://missingmigrants.iom.int/region/americas?region_incident=4041&route=3936&incident_date%5Bmin%5D=&incident_date%5Bmax%5D=,Fatalities reported by OCHA during floods in december 2023 (46) plus fatalities of Venezuelan migrants registered in the last six months reported by Missing Migrants (0),BRA001Fatalities reported,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,Fatalities in all crises,46, OCHA 11/09/2023; Missing Migrants 12/09/2023,Medium ,2,https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023; https://missingmigrants.iom.int/region/americas?region_incident=4041&route=3936&incident_date%5Bmin%5D=&incident_date%5Bmax%5D=,Fatalities reported by OCHA during floods in december 2023 (46) plus fatalities of Venezuelan migrants registered in the last six months reported by Missing Migrants (0),BRA001Fatalities in all crises,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,People in Need,386192,R4V 07/03/2023; OCHA 11/09/2023,Medium ,2,https://www.r4v.info/sites/default/files/2022-10/RMNA_2022_WEB_V2.pdf ; https://floodlist.com/america/brazil-floods-bahia-april-2023; https://reliefweb.int/report/bolivia-plurinational-state/latin-america-caribbean-weekly-situation-update-11-september-2023;,"This figure is the result of BRA002 people in need, plus BRA003 people in need",BRA001People in Need,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,Minimal humanitarian conditions - Level 1,99137908,R4V 18/11/ 2022;PAHO 15/09/2023,Medium ,2,https://www.r4v.info/pt/document/rmrp-20232024-plano-regional-e-capitulo-brasil;  https://reliefweb.int/report/brazil/natural-hazards-monitoring-15-september-2023,The figure is carried out from people exposed figure minus poeple affected figure,BRA001Minimal humanitarian conditions - Level 1,2023-09-30,Humanitarian development
Country level Brazil,BRA001,Brazil,Stressed humanitarian conditions - Level 2,419829,R4V 18/11/ 2022;PAHO 15/09/2023,Medium,2,https://www.r4v.info/pt/document/rmrp-20232024-plano-regional-e-capitulo-brasil;  https://reliefweb.int/report/brazil/natural-hazards-monitoring-15-september-2023,The figure is carried out from people affected fiture minus people in need figure,BRA001Stressed humanitarian conditions - Level 2,2023-09-30,Humanitarian development
